#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1831    0.11120E+00    0.24794E-02    0.39528E-09    0.24794E-02    0.71534E+01   -0.42648E-10    0.39528E-09   -0.42648E-10    0.28006E-15
  1832    0.10807E+00   -0.20270E-02    0.39522E-09   -0.20270E-02    0.72057E+01   -0.42462E-10    0.39522E-09   -0.42462E-10    0.27935E-15
  1833    0.11304E+00   -0.66057E-02    0.39517E-09   -0.66057E-02    0.72588E+01   -0.42291E-10    0.39517E-09   -0.42291E-10    0.27865E-15
  1834    0.11828E+00   -0.11603E-01    0.39511E-09   -0.11603E-01    0.73121E+01   -0.42135E-10    0.39511E-09   -0.42135E-10    0.27796E-15
  1835    0.11593E+00   -0.16473E-01    0.39505E-09   -0.16473E-01    0.73669E+01   -0.41998E-10    0.39505E-09   -0.41998E-10    0.27726E-15
  1836    0.11301E+00   -0.21710E-01    0.39498E-09   -0.21710E-01    0.74233E+01   -0.41881E-10    0.39498E-09   -0.41881E-10    0.27656E-15
  1837    0.11653E+00   -0.26991E-01    0.39489E-09   -0.26991E-01    0.74783E+01   -0.41786E-10    0.39489E-09   -0.41786E-10    0.27587E-15
  1838    0.11865E+00   -0.32440E-01    0.39480E-09   -0.32440E-01    0.75349E+01   -0.41716E-10    0.39480E-09   -0.41716E-10    0.27518E-15
  1839    0.11153E+00   -0.37883E-01    0.39469E-09   -0.37883E-01    0.75924E+01   -0.41673E-10    0.39469E-09   -0.41673E-10    0.27449E-15
  1840    0.11703E+00   -0.43442E-01    0.39456E-09   -0.43442E-01    0.76492E+01   -0.41658E-10    0.39456E-09   -0.41658E-10    0.27380E-15
  1841    0.11988E+00   -0.48944E-01    0.39441E-09   -0.48944E-01    0.77076E+01   -0.41675E-10    0.39441E-09   -0.41675E-10    0.27312E-15
  1842    0.11967E+00   -0.54437E-01    0.39424E-09   -0.54437E-01    0.77662E+01   -0.41725E-10    0.39424E-09   -0.41725E-10    0.27244E-15
  1843    0.11598E+00   -0.59895E-01    0.39404E-09   -0.59895E-01    0.78249E+01   -0.41809E-10    0.39404E-09   -0.41809E-10    0.27175E-15
  1844    0.11583E+00   -0.65145E-01    0.39382E-09   -0.65145E-01    0.78844E+01   -0.41931E-10    0.39382E-09   -0.41931E-10    0.27108E-15
  1845    0.13364E+00   -0.70309E-01    0.39356E-09   -0.70309E-01    0.79441E+01   -0.42093E-10    0.39356E-09   -0.42093E-10    0.27040E-15
  1846    0.12445E+00   -0.75140E-01    0.39328E-09   -0.75140E-01    0.80046E+01   -0.42296E-10    0.39328E-09   -0.42296E-10    0.26972E-15
  1847    0.12497E+00   -0.79909E-01    0.39295E-09   -0.79909E-01    0.80653E+01   -0.42543E-10    0.39295E-09   -0.42543E-10    0.26905E-15
  1848    0.11994E+00   -0.84218E-01    0.39259E-09   -0.84218E-01    0.81261E+01   -0.42835E-10    0.39259E-09   -0.42835E-10    0.26838E-15
  1849    0.11636E+00   -0.88191E-01    0.39219E-09   -0.88191E-01    0.81870E+01   -0.43176E-10    0.39219E-09   -0.43176E-10    0.26771E-15
  1850    0.11382E+00   -0.91729E-01    0.39175E-09   -0.91729E-01    0.82481E+01   -0.43566E-10    0.39175E-09   -0.43566E-10    0.26704E-15
  1851    0.89652E-01   -0.94822E-01    0.39126E-09   -0.94822E-01    0.83101E+01   -0.44009E-10    0.39126E-09   -0.44009E-10    0.26637E-15
  1852    0.95595E-01   -0.97534E-01    0.39073E-09   -0.97534E-01    0.83729E+01   -0.44501E-10    0.39073E-09   -0.44501E-10    0.26571E-15
  1853    0.79423E-01   -0.99797E-01    0.39016E-09   -0.99797E-01    0.84344E+01   -0.45041E-10    0.39016E-09   -0.45041E-10    0.26505E-15
  1854    0.70623E-01   -0.10184E+00    0.38955E-09   -0.10184E+00    0.84961E+01   -0.45628E-10    0.38955E-09   -0.45628E-10    0.26439E-15
  1855    0.61539E-01   -0.10352E+00    0.38890E-09   -0.10352E+00    0.85571E+01   -0.46259E-10    0.38890E-09   -0.46259E-10    0.26373E-15
  1856    0.59373E-01   -0.10484E+00    0.38821E-09   -0.10484E+00    0.86191E+01   -0.46932E-10    0.38821E-09   -0.46932E-10    0.26307E-15
  1857    0.49042E-01   -0.10603E+00    0.38749E-09   -0.10603E+00    0.86819E+01   -0.47645E-10    0.38749E-09   -0.47645E-10    0.26242E-15
  1858    0.37746E-01   -0.10703E+00    0.38673E-09   -0.10703E+00    0.87434E+01   -0.48396E-10    0.38673E-09   -0.48396E-10    0.26176E-15
  1859    0.32686E-01   -0.10799E+00    0.38594E-09   -0.10799E+00    0.88057E+01   -0.49184E-10    0.38594E-09   -0.49184E-10    0.26111E-15
  1860    0.18780E-01   -0.10868E+00    0.38512E-09   -0.10868E+00    0.88667E+01   -0.50006E-10    0.38512E-09   -0.50006E-10    0.26046E-15
  1861    0.18085E-01   -0.10943E+00    0.38427E-09   -0.10943E+00    0.89286E+01   -0.50859E-10    0.38427E-09   -0.50859E-10    0.25982E-15
  1862    0.15518E-01   -0.10999E+00    0.38339E-09   -0.10999E+00    0.89899E+01   -0.51744E-10    0.38339E-09   -0.51744E-10    0.25917E-15
  1863   -0.40062E-02   -0.11047E+00    0.38249E-09   -0.11047E+00    0.90514E+01   -0.52656E-10    0.38249E-09   -0.52656E-10    0.25853E-15
  1864   -0.35714E-02   -0.11101E+00    0.38156E-09   -0.11101E+00    0.91137E+01   -0.53594E-10    0.38156E-09   -0.53594E-10    0.25789E-15
  1865   -0.13119E-01   -0.11154E+00    0.38061E-09   -0.11154E+00    0.91747E+01   -0.54557E-10    0.38061E-09   -0.54557E-10    0.25725E-15
  1866   -0.10589E-01   -0.11215E+00    0.37964E-09   -0.11215E+00    0.92351E+01   -0.55542E-10    0.37964E-09   -0.55542E-10    0.25661E-15
  1867   -0.25925E-01   -0.11262E+00    0.37865E-09   -0.11262E+00    0.92956E+01   -0.56547E-10    0.37865E-09   -0.56547E-10    0.25597E-15
  1868   -0.29638E-01   -0.11332E+00    0.37764E-09   -0.11332E+00    0.93555E+01   -0.57570E-10    0.37764E-09   -0.57570E-10    0.25534E-15
  1869   -0.29384E-01   -0.11396E+00    0.37662E-09   -0.11396E+00    0.94148E+01   -0.58609E-10    0.37662E-09   -0.58609E-10    0.25470E-15
  1870   -0.32819E-01   -0.11486E+00    0.37558E-09   -0.11486E+00    0.94742E+01   -0.59663E-10    0.37558E-09   -0.59663E-10    0.25407E-15
  1871   -0.40169E-01   -0.11570E+00    0.37452E-09   -0.11570E+00    0.95338E+01   -0.60729E-10    0.37452E-09   -0.60729E-10    0.25344E-15
  1872   -0.36805E-01   -0.11681E+00    0.37346E-09   -0.11681E+00    0.95920E+01   -0.61805E-10    0.37346E-09   -0.61805E-10    0.25281E-15
  1873   -0.37811E-01   -0.11796E+00    0.37238E-09   -0.11796E+00    0.96504E+01   -0.62889E-10    0.37238E-09   -0.62889E-10    0.25219E-15
  1874   -0.35985E-01   -0.11931E+00    0.37130E-09   -0.11931E+00    0.97074E+01   -0.63979E-10    0.37130E-09   -0.63979E-10    0.25156E-15
  1875   -0.31555E-01   -0.12078E+00    0.37021E-09   -0.12078E+00    0.97646E+01   -0.65074E-10    0.37021E-09   -0.65074E-10    0.25094E-15
  1876   -0.32174E-01   -0.12232E+00    0.36911E-09   -0.12232E+00    0.98211E+01   -0.66171E-10    0.36911E-09   -0.66171E-10    0.25032E-15
  1877   -0.30644E-01   -0.12407E+00    0.36801E-09   -0.12407E+00    0.98771E+01   -0.67267E-10    0.36801E-09   -0.67267E-10    0.24970E-15
  1878   -0.34617E-01   -0.12597E+00    0.36691E-09   -0.12597E+00    0.99317E+01   -0.68363E-10    0.36691E-09   -0.68363E-10    0.24908E-15
  1879   -0.29466E-01   -0.12787E+00    0.36581E-09   -0.12787E+00    0.99857E+01   -0.69454E-10    0.36581E-09   -0.69454E-10    0.24847E-15
  1880   -0.22845E-01   -0.13008E+00    0.36470E-09   -0.13008E+00    0.10039E+02   -0.70539E-10    0.36470E-09   -0.70539E-10    0.24786E-15
  1881   -0.14981E-01   -0.13231E+00    0.36360E-09   -0.13231E+00    0.10092E+02   -0.71617E-10    0.36360E-09   -0.71617E-10    0.24724E-15
  1882   -0.13529E-01   -0.13463E+00    0.36251E-09   -0.13463E+00    0.10145E+02   -0.72685E-10    0.36251E-09   -0.72685E-10    0.24663E-15
  1883   -0.38608E-02   -0.13713E+00    0.36142E-09   -0.13713E+00    0.10196E+02   -0.73741E-10    0.36142E-09   -0.73741E-10    0.24602E-15
  1884    0.63694E-02   -0.13973E+00    0.36034E-09   -0.13973E+00    0.10247E+02   -0.74783E-10    0.36034E-09   -0.74783E-10    0.24542E-15
  1885    0.16934E-01   -0.14253E+00    0.35926E-09   -0.14253E+00    0.10297E+02   -0.75810E-10    0.35926E-09   -0.75810E-10    0.24481E-15
  1886    0.20179E-01   -0.14530E+00    0.35820E-09   -0.14530E+00    0.10347E+02   -0.76818E-10    0.35820E-09   -0.76818E-10    0.24421E-15
  1887    0.23304E-01   -0.14834E+00    0.35715E-09   -0.14834E+00    0.10395E+02   -0.77807E-10    0.35715E-09   -0.77807E-10    0.24361E-15
  1888    0.40939E-01   -0.15137E+00    0.35611E-09   -0.15137E+00    0.10442E+02   -0.78774E-10    0.35611E-09   -0.78774E-10    0.24301E-15
  1889    0.43145E-01   -0.15454E+00    0.35509E-09   -0.15454E+00    0.10488E+02   -0.79717E-10    0.35509E-09   -0.79717E-10    0.24241E-15
  1890    0.51978E-01   -0.15785E+00    0.35409E-09   -0.15785E+00    0.10534E+02   -0.80635E-10    0.35409E-09   -0.80635E-10    0.24181E-15
  1891    0.67213E-01   -0.16109E+00    0.35310E-09   -0.16109E+00    0.10580E+02   -0.81524E-10    0.35310E-09   -0.81524E-10    0.24122E-15
  1892    0.73765E-01   -0.16456E+00    0.35213E-09   -0.16456E+00    0.10623E+02   -0.82384E-10    0.35213E-09   -0.82384E-10    0.24062E-15
  1893    0.78835E-01   -0.16790E+00    0.35119E-09   -0.16790E+00    0.10667E+02   -0.83212E-10    0.35119E-09   -0.83212E-10    0.24003E-15
  1894    0.89626E-01   -0.17118E+00    0.35026E-09   -0.17118E+00    0.10709E+02   -0.84006E-10    0.35026E-09   -0.84006E-10    0.23944E-15
  1895    0.91053E-01   -0.17456E+00    0.34937E-09   -0.17456E+00    0.10750E+02   -0.84765E-10    0.34937E-09   -0.84765E-10    0.23885E-15
  1896    0.97746E-01   -0.17798E+00    0.34850E-09   -0.17798E+00    0.10790E+02   -0.85485E-10    0.34850E-09   -0.85485E-10    0.23826E-15
  1897    0.10948E+00   -0.18136E+00    0.34765E-09   -0.18136E+00    0.10829E+02   -0.86166E-10    0.34765E-09   -0.86166E-10    0.23768E-15
  1898    0.11117E+00   -0.18486E+00    0.34684E-09   -0.18486E+00    0.10867E+02   -0.86805E-10    0.34684E-09   -0.86805E-10    0.23709E-15
  1899    0.11744E+00   -0.18818E+00    0.34606E-09   -0.18818E+00    0.10904E+02   -0.87400E-10    0.34606E-09   -0.87400E-10    0.23651E-15
  1900    0.11321E+00   -0.19156E+00    0.34531E-09   -0.19156E+00    0.10940E+02   -0.87950E-10    0.34531E-09   -0.87950E-10    0.23593E-15
  1901    0.11318E+00   -0.19501E+00    0.34459E-09   -0.19501E+00    0.10974E+02   -0.88451E-10    0.34459E-09   -0.88451E-10    0.23535E-15
  1902    0.11739E+00   -0.19832E+00    0.34391E-09   -0.19832E+00    0.11008E+02   -0.88905E-10    0.34391E-09   -0.88905E-10    0.23477E-15
  1903    0.11113E+00   -0.20129E+00    0.34325E-09   -0.20129E+00    0.11039E+02   -0.89312E-10    0.34325E-09   -0.89312E-10    0.23420E-15
  1904    0.12423E+00   -0.20372E+00    0.34263E-09   -0.20372E+00    0.11072E+02   -0.89670E-10    0.34263E-09   -0.89670E-10    0.23362E-15
  1905    0.10480E+00   -0.20690E+00    0.34204E-09   -0.20690E+00    0.11101E+02   -0.89980E-10    0.34204E-09   -0.89980E-10    0.23305E-15
  1906    0.97558E-01   -0.21017E+00    0.34147E-09   -0.21017E+00    0.11130E+02   -0.90243E-10    0.34147E-09   -0.90243E-10    0.23248E-15
  1907    0.95181E-01   -0.21216E+00    0.34094E-09   -0.21216E+00    0.11159E+02   -0.90458E-10    0.34094E-09   -0.90458E-10    0.23191E-15
  1908    0.90370E-01   -0.21518E+00    0.34042E-09   -0.21518E+00    0.11185E+02   -0.90624E-10    0.34042E-09   -0.90624E-10    0.23134E-15
  1909    0.75819E-01   -0.21711E+00    0.33993E-09   -0.21711E+00    0.11211E+02   -0.90743E-10    0.33993E-09   -0.90743E-10    0.23078E-15
  1910    0.66508E-01   -0.21952E+00    0.33946E-09   -0.21952E+00    0.11236E+02   -0.90813E-10    0.33946E-09   -0.90813E-10    0.23021E-15
  1911    0.62560E-01   -0.22251E+00    0.33902E-09   -0.22251E+00    0.11259E+02   -0.90836E-10    0.33902E-09   -0.90836E-10    0.22965E-15
  1912    0.56669E-01   -0.22396E+00    0.33859E-09   -0.22396E+00    0.11281E+02   -0.90810E-10    0.33859E-09   -0.90810E-10    0.22909E-15
  1913    0.56389E-01   -0.22543E+00    0.33818E-09   -0.22543E+00    0.11301E+02   -0.90737E-10    0.33818E-09   -0.90737E-10    0.22853E-15
  1914    0.46985E-01   -0.22704E+00    0.33779E-09   -0.22704E+00    0.11320E+02   -0.90615E-10    0.33779E-09   -0.90615E-10    0.22797E-15
  1915    0.43436E-01   -0.22887E+00    0.33742E-09   -0.22887E+00    0.11339E+02   -0.90445E-10    0.33742E-09   -0.90445E-10    0.22741E-15
  1916    0.31010E-01   -0.23028E+00    0.33706E-09   -0.23028E+00    0.11356E+02   -0.90227E-10    0.33706E-09   -0.90227E-10    0.22685E-15
  1917    0.32116E-01   -0.23211E+00    0.33671E-09   -0.23211E+00    0.11371E+02   -0.89961E-10    0.33671E-09   -0.89961E-10    0.22630E-15
  1918    0.24590E-01   -0.23371E+00    0.33638E-09   -0.23371E+00    0.11385E+02   -0.89646E-10    0.33638E-09   -0.89646E-10    0.22575E-15
  1919    0.23412E-01   -0.23518E+00    0.33605E-09   -0.23518E+00    0.11398E+02   -0.89284E-10    0.33605E-09   -0.89284E-10    0.22520E-15
  1920    0.21279E-01   -0.23662E+00    0.33574E-09   -0.23662E+00    0.11410E+02   -0.88873E-10    0.33574E-09   -0.88873E-10    0.22465E-15
  1921    0.10884E-01   -0.23738E+00    0.33543E-09   -0.23738E+00    0.11420E+02   -0.88414E-10    0.33543E-09   -0.88414E-10    0.22410E-15
  1922    0.14637E-01   -0.23829E+00    0.33513E-09   -0.23829E+00    0.11429E+02   -0.87906E-10    0.33513E-09   -0.87906E-10    0.22355E-15
  1923    0.10374E-01   -0.23872E+00    0.33484E-09   -0.23872E+00    0.11437E+02   -0.87350E-10    0.33484E-09   -0.87350E-10    0.22301E-15
  1924   -0.17808E-02   -0.23950E+00    0.33455E-09   -0.23950E+00    0.11443E+02   -0.86746E-10    0.33455E-09   -0.86746E-10    0.22246E-15
  1925    0.80096E-02   -0.24073E+00    0.33426E-09   -0.24073E+00    0.11448E+02   -0.86093E-10    0.33426E-09   -0.86093E-10    0.22192E-15
  1926    0.27263E-02   -0.24101E+00    0.33398E-09   -0.24101E+00    0.11452E+02   -0.85392E-10    0.33398E-09   -0.85392E-10    0.22138E-15
  1927   -0.10079E-01   -0.24268E+00    0.33369E-09   -0.24268E+00    0.11455E+02   -0.84643E-10    0.33369E-09   -0.84643E-10    0.22084E-15
  1928   -0.56999E-03   -0.24138E+00    0.33341E-09   -0.24138E+00    0.11457E+02   -0.83845E-10    0.33341E-09   -0.83845E-10    0.22030E-15
  1929   -0.57649E-02   -0.24240E+00    0.33312E-09   -0.24240E+00    0.11457E+02   -0.82999E-10    0.33312E-09   -0.82999E-10    0.21977E-15
  1930   -0.32555E-02   -0.24212E+00    0.33283E-09   -0.24212E+00    0.11456E+02   -0.82104E-10    0.33283E-09   -0.82104E-10    0.21923E-15
  1931    0.70813E-02   -0.24212E+00    0.33253E-09   -0.24212E+00    0.11452E+02   -0.81160E-10    0.33253E-09   -0.81160E-10    0.21870E-15
  1932    0.10512E-01   -0.24176E+00    0.33222E-09   -0.24176E+00    0.11449E+02   -0.80168E-10    0.33222E-09   -0.80168E-10    0.21817E-15
  1933    0.14589E-01   -0.24188E+00    0.33191E-09   -0.24188E+00    0.11443E+02   -0.79128E-10    0.33191E-09   -0.79128E-10    0.21764E-15
  1934    0.19434E-01   -0.24183E+00    0.33159E-09   -0.24183E+00    0.11437E+02   -0.78039E-10    0.33159E-09   -0.78039E-10    0.21711E-15
  1935    0.25171E-01   -0.24171E+00    0.33126E-09   -0.24171E+00    0.11429E+02   -0.76901E-10    0.33126E-09   -0.76901E-10    0.21658E-15
  1936    0.31923E-01   -0.24162E+00    0.33092E-09   -0.24162E+00    0.11420E+02   -0.75715E-10    0.33092E-09   -0.75715E-10    0.21606E-15
  1937    0.32385E-01   -0.24090E+00    0.33057E-09   -0.24090E+00    0.11408E+02   -0.74480E-10    0.33057E-09   -0.74480E-10    0.21553E-15
  1938    0.41538E-01   -0.24041E+00    0.33020E-09   -0.24041E+00    0.11397E+02   -0.73196E-10    0.33020E-09   -0.73196E-10    0.21501E-15
  1939    0.52075E-01   -0.24022E+00    0.32982E-09   -0.24022E+00    0.11383E+02   -0.71863E-10    0.32982E-09   -0.71863E-10    0.21449E-15
  1940    0.56692E-01   -0.24045E+00    0.32942E-09   -0.24045E+00    0.11369E+02   -0.70482E-10    0.32942E-09   -0.70482E-10    0.21397E-15
  1941    0.70368E-01   -0.23970E+00    0.32900E-09   -0.23970E+00    0.11353E+02   -0.69052E-10    0.32900E-09   -0.69052E-10    0.21345E-15
  1942    0.70942E-01   -0.23956E+00    0.32856E-09   -0.23956E+00    0.11336E+02   -0.67573E-10    0.32856E-09   -0.67573E-10    0.21293E-15
  1943    0.80823E-01   -0.24011E+00    0.32810E-09   -0.24011E+00    0.11318E+02   -0.66046E-10    0.32810E-09   -0.66046E-10    0.21241E-15
  1944    0.92704E-01   -0.23998E+00    0.32762E-09   -0.23998E+00    0.11298E+02   -0.64469E-10    0.32762E-09   -0.64469E-10    0.21190E-15
  1945    0.91853E-01   -0.23925E+00    0.32712E-09   -0.23925E+00    0.11278E+02   -0.62844E-10    0.32712E-09   -0.62844E-10    0.21138E-15
  1946    0.10068E+00   -0.24026E+00    0.32659E-09   -0.24026E+00    0.11255E+02   -0.61170E-10    0.32659E-09   -0.61170E-10    0.21087E-15
  1947    0.97015E-01   -0.24013E+00    0.32603E-09   -0.24013E+00    0.11232E+02   -0.59447E-10    0.32603E-09   -0.59447E-10    0.21036E-15
  1948    0.11070E+00   -0.24118E+00    0.32545E-09   -0.24118E+00    0.11208E+02   -0.57675E-10    0.32545E-09   -0.57675E-10    0.20985E-15
  1949    0.11215E+00   -0.24128E+00    0.32484E-09   -0.24128E+00    0.11181E+02   -0.55854E-10    0.32484E-09   -0.55854E-10    0.20935E-15
  1950    0.11634E+00   -0.24276E+00    0.32420E-09   -0.24276E+00    0.11155E+02   -0.53984E-10    0.32420E-09   -0.53984E-10    0.20884E-15
  1951    0.12342E+00   -0.24348E+00    0.32353E-09   -0.24348E+00    0.11127E+02   -0.52065E-10    0.32353E-09   -0.52065E-10    0.20833E-15
  1952    0.12624E+00   -0.24495E+00    0.32284E-09   -0.24495E+00    0.11097E+02   -0.50102E-10    0.32284E-09   -0.50102E-10    0.20783E-15
  1953    0.13251E+00   -0.24647E+00    0.32211E-09   -0.24647E+00    0.11067E+02   -0.48096E-10    0.32211E-09   -0.48096E-10    0.20733E-15
  1954    0.13510E+00   -0.24805E+00    0.32135E-09   -0.24805E+00    0.11035E+02   -0.46053E-10    0.32135E-09   -0.46053E-10    0.20683E-15
  1955    0.13432E+00   -0.25049E+00    0.32057E-09   -0.25049E+00    0.11002E+02   -0.43975E-10    0.32057E-09   -0.43975E-10    0.20633E-15
  1956    0.13045E+00   -0.25231E+00    0.31977E-09   -0.25231E+00    0.10968E+02   -0.41866E-10    0.31977E-09   -0.41866E-10    0.20583E-15
  1957    0.16094E+00   -0.25428E+00    0.31894E-09   -0.25428E+00    0.10933E+02   -0.39730E-10    0.31894E-09   -0.39730E-10    0.20533E-15
  1958    0.13695E+00   -0.25645E+00    0.31810E-09   -0.25645E+00    0.10896E+02   -0.37571E-10    0.31810E-09   -0.37571E-10    0.20484E-15
  1959    0.14047E+00   -0.25883E+00    0.31723E-09   -0.25883E+00    0.10859E+02   -0.35392E-10    0.31723E-09   -0.35392E-10    0.20434E-15
  1960    0.13467E+00   -0.26145E+00    0.31635E-09   -0.26145E+00    0.10821E+02   -0.33196E-10    0.31635E-09   -0.33196E-10    0.20385E-15
  1961    0.13470E+00   -0.26360E+00    0.31545E-09   -0.26360E+00    0.10781E+02   -0.30989E-10    0.31545E-09   -0.30989E-10    0.20336E-15
  1962    0.13343E+00   -0.26531E+00    0.31453E-09   -0.26531E+00    0.10741E+02   -0.28772E-10    0.31453E-09   -0.28772E-10    0.20287E-15
  1963    0.13116E+00   -0.26660E+00    0.31360E-09   -0.26660E+00    0.10700E+02   -0.26550E-10    0.31360E-09   -0.26550E-10    0.20238E-15
  1964    0.12817E+00   -0.26825E+00    0.31266E-09   -0.26825E+00    0.10657E+02   -0.24327E-10    0.31266E-09   -0.24327E-10    0.20189E-15
  1965    0.13220E+00   -0.26954E+00    0.31171E-09   -0.26954E+00    0.10613E+02   -0.22105E-10    0.31171E-09   -0.22105E-10    0.20140E-15
  1966    0.12869E+00   -0.27124E+00    0.31075E-09   -0.27124E+00    0.10568E+02   -0.19889E-10    0.31075E-09   -0.19889E-10    0.20092E-15
  1967    0.13279E+00   -0.27265E+00    0.30978E-09   -0.27265E+00    0.10523E+02   -0.17683E-10    0.30978E-09   -0.17683E-10    0.20043E-15
  1968    0.12250E+00   -0.27378E+00    0.30880E-09   -0.27378E+00    0.10476E+02   -0.15490E-10    0.30880E-09   -0.15490E-10    0.19995E-15
  1969    0.12785E+00   -0.27466E+00    0.30782E-09   -0.27466E+00    0.10428E+02   -0.13313E-10    0.30782E-09   -0.13313E-10    0.19947E-15
  1970    0.11941E+00   -0.27533E+00    0.30684E-09   -0.27533E+00    0.10381E+02   -0.11157E-10    0.30684E-09   -0.11157E-10    0.19899E-15
  1971    0.11977E+00   -0.27581E+00    0.30585E-09   -0.27581E+00    0.10332E+02   -0.90243E-11    0.30585E-09   -0.90243E-11    0.19851E-15
  1972    0.11437E+00   -0.27540E+00    0.30487E-09   -0.27540E+00    0.10281E+02   -0.69195E-11    0.30487E-09   -0.69195E-11    0.19803E-15
  1973    0.11092E+00   -0.27559E+00    0.30388E-09   -0.27559E+00    0.10231E+02   -0.48460E-11    0.30388E-09   -0.48460E-11    0.19756E-15
  1974    0.11716E+00   -0.27568E+00    0.30290E-09   -0.27568E+00    0.10178E+02   -0.28073E-11    0.30290E-09   -0.28073E-11    0.19708E-15
  1975    0.11110E+00   -0.27569E+00    0.30192E-09   -0.27569E+00    0.10126E+02   -0.80726E-12    0.30192E-09   -0.80726E-12    0.19661E-15
  1976    0.10789E+00   -0.27492E+00    0.30095E-09   -0.27492E+00    0.10072E+02    0.11506E-11    0.30095E-09    0.11506E-11    0.19614E-15
  1977    0.10782E+00   -0.27413E+00    0.29998E-09   -0.27413E+00    0.10018E+02    0.30627E-11    0.29998E-09    0.30627E-11    0.19567E-15
  1978    0.10377E+00   -0.27261E+00    0.29902E-09   -0.27261E+00    0.99632E+01    0.49252E-11    0.29902E-09    0.49252E-11    0.19520E-15
  1979    0.10347E+00   -0.27112E+00    0.29807E-09   -0.27112E+00    0.99076E+01    0.67346E-11    0.29807E-09    0.67346E-11    0.19473E-15
  1980    0.10720E+00   -0.26971E+00    0.29713E-09   -0.26971E+00    0.98512E+01    0.84872E-11    0.29713E-09    0.84872E-11    0.19426E-15
  1981    0.10040E+00   -0.26765E+00    0.29621E-09   -0.26765E+00    0.97940E+01    0.10179E-10    0.29621E-09    0.10179E-10    0.19379E-15
  1982    0.98237E-01   -0.26571E+00    0.29530E-09   -0.26571E+00    0.97359E+01    0.11807E-10    0.29530E-09    0.11807E-10    0.19333E-15
  1983    0.10100E+00   -0.26393E+00    0.29440E-09   -0.26393E+00    0.96771E+01    0.13368E-10    0.29440E-09    0.13368E-10    0.19287E-15
  1984    0.10156E+00   -0.26158E+00    0.29352E-09   -0.26158E+00    0.96182E+01    0.14857E-10    0.29352E-09    0.14857E-10    0.19240E-15
  1985    0.10764E+00   -0.25944E+00    0.29266E-09   -0.25944E+00    0.95577E+01    0.16271E-10    0.29266E-09    0.16271E-10    0.19194E-15
  1986    0.10467E+00   -0.25680E+00    0.29182E-09   -0.25680E+00    0.94972E+01    0.17606E-10    0.29182E-09    0.17606E-10    0.19148E-15
  1987    0.10040E+00   -0.25443E+00    0.29100E-09   -0.25443E+00    0.94366E+01    0.18859E-10    0.29100E-09    0.18859E-10    0.19102E-15
  1988    0.10253E+00   -0.25160E+00    0.29021E-09   -0.25160E+00    0.93751E+01    0.20026E-10    0.29021E-09    0.20026E-10    0.19057E-15
  1989    0.10394E+00   -0.24762E+00    0.28943E-09   -0.24762E+00    0.93136E+01    0.21103E-10    0.28943E-09    0.21103E-10    0.19011E-15
  1990    0.11236E+00   -0.24547E+00    0.28869E-09   -0.24547E+00    0.92513E+01    0.22087E-10    0.28869E-09    0.22087E-10    0.18966E-15
  1991    0.10579E+00   -0.24222E+00    0.28797E-09   -0.24222E+00    0.91874E+01    0.22974E-10    0.28797E-09    0.22974E-10    0.18920E-15
  1992    0.99388E-01   -0.23937E+00    0.28728E-09   -0.23937E+00    0.91241E+01    0.23761E-10    0.28728E-09    0.23761E-10    0.18875E-15
  1993    0.10088E+00   -0.23622E+00    0.28662E-09   -0.23622E+00    0.90608E+01    0.24443E-10    0.28662E-09    0.24443E-10    0.18830E-15
  1994    0.10313E+00   -0.23353E+00    0.28599E-09   -0.23353E+00    0.89958E+01    0.25017E-10    0.28599E-09    0.25017E-10    0.18785E-15
  1995    0.11387E+00   -0.23134E+00    0.28539E-09   -0.23134E+00    0.89308E+01    0.25480E-10    0.28539E-09    0.25480E-10    0.18740E-15
  1996    0.11111E+00   -0.22892E+00    0.28483E-09   -0.22892E+00    0.88650E+01    0.25828E-10    0.28483E-09    0.25828E-10    0.18695E-15
  1997    0.11000E+00   -0.22557E+00    0.28430E-09   -0.22557E+00    0.87990E+01    0.26057E-10    0.28430E-09    0.26057E-10    0.18650E-15
  1998    0.11826E+00   -0.22280E+00    0.28382E-09   -0.22280E+00    0.87337E+01    0.26164E-10    0.28382E-09    0.26164E-10    0.18606E-15
  1999    0.12134E+00   -0.22138E+00    0.28337E-09   -0.22138E+00    0.86668E+01    0.26144E-10    0.28337E-09    0.26144E-10    0.18561E-15
  2000    0.11954E+00   -0.21911E+00    0.28296E-09   -0.21911E+00    0.86006E+01    0.25994E-10    0.28296E-09    0.25994E-10    0.18517E-15
  2001    0.12798E+00   -0.21748E+00    0.28259E-09   -0.21748E+00    0.85342E+01    0.25713E-10    0.28259E-09    0.25713E-10    0.18473E-15
  2002    0.13201E+00   -0.21647E+00    0.28226E-09   -0.21647E+00    0.84670E+01    0.25304E-10    0.28226E-09    0.25304E-10    0.18429E-15
  2003    0.13924E+00   -0.21528E+00    0.28197E-09   -0.21528E+00    0.83997E+01    0.24774E-10    0.28197E-09    0.24774E-10    0.18385E-15
  2004    0.14985E+00   -0.21460E+00    0.28171E-09   -0.21460E+00    0.83323E+01    0.24128E-10    0.28171E-09    0.24128E-10    0.18341E-15
