#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   506    0.63687E+01    0.34877E+01    0.44159E-07    0.34877E+01    0.74095E+01    0.14045E-08    0.44159E-07    0.14045E-08    0.46308E-13
   507    0.64997E+01    0.34016E+01    0.43862E-07    0.34016E+01    0.73128E+01    0.13667E-08    0.43862E-07    0.13667E-08    0.45981E-13
   508    0.65397E+01    0.33168E+01    0.43568E-07    0.33168E+01    0.72206E+01    0.13294E-08    0.43568E-07    0.13294E-08    0.45657E-13
   509    0.66379E+01    0.32313E+01    0.43277E-07    0.32313E+01    0.71319E+01    0.12926E-08    0.43277E-07    0.12926E-08    0.45335E-13
   510    0.66463E+01    0.31465E+01    0.42989E-07    0.31465E+01    0.70473E+01    0.12562E-08    0.42989E-07    0.12562E-08    0.45016E-13
   511    0.67884E+01    0.30632E+01    0.42703E-07    0.30632E+01    0.69666E+01    0.12203E-08    0.42703E-07    0.12203E-08    0.44700E-13
   512    0.68420E+01    0.29806E+01    0.42421E-07    0.29806E+01    0.68903E+01    0.11849E-08    0.42421E-07    0.11849E-08    0.44386E-13
   513    0.69562E+01    0.28981E+01    0.42141E-07    0.28981E+01    0.68179E+01    0.11499E-08    0.42141E-07    0.11499E-08    0.44076E-13
   514    0.70575E+01    0.28164E+01    0.41863E-07    0.28164E+01    0.67500E+01    0.11153E-08    0.41863E-07    0.11153E-08    0.43767E-13
   515    0.71464E+01    0.27364E+01    0.41589E-07    0.27364E+01    0.66864E+01    0.10811E-08    0.41589E-07    0.10811E-08    0.43462E-13
   516    0.72235E+01    0.26571E+01    0.41317E-07    0.26571E+01    0.66272E+01    0.10473E-08    0.41317E-07    0.10473E-08    0.43159E-13
   517    0.72153E+01    0.25788E+01    0.41047E-07    0.25788E+01    0.65726E+01    0.10140E-08    0.41047E-07    0.10140E-08    0.42859E-13
   518    0.72708E+01    0.25014E+01    0.40780E-07    0.25014E+01    0.65223E+01    0.98098E-09    0.40780E-07    0.98098E-09    0.42561E-13
   519    0.73908E+01    0.24265E+01    0.40516E-07    0.24265E+01    0.64767E+01    0.94838E-09    0.40516E-07    0.94838E-09    0.42266E-13
   520    0.74272E+01    0.23518E+01    0.40254E-07    0.23518E+01    0.64356E+01    0.91616E-09    0.40254E-07    0.91616E-09    0.41973E-13
   521    0.73808E+01    0.22781E+01    0.39994E-07    0.22781E+01    0.63991E+01    0.88429E-09    0.39994E-07    0.88429E-09    0.41683E-13
   522    0.73263E+01    0.22061E+01    0.39737E-07    0.22061E+01    0.63675E+01    0.85279E-09    0.39737E-07    0.85279E-09    0.41395E-13
   523    0.73388E+01    0.21352E+01    0.39483E-07    0.21352E+01    0.63405E+01    0.82162E-09    0.39483E-07    0.82162E-09    0.41110E-13
   524    0.73446E+01    0.20654E+01    0.39230E-07    0.20654E+01    0.63183E+01    0.79079E-09    0.39230E-07    0.79079E-09    0.40827E-13
   525    0.71956E+01    0.19982E+01    0.38981E-07    0.19982E+01    0.63010E+01    0.76029E-09    0.38981E-07    0.76029E-09    0.40546E-13
   526    0.71155E+01    0.19321E+01    0.38733E-07    0.19321E+01    0.62885E+01    0.73010E-09    0.38733E-07    0.73010E-09    0.40268E-13
   527    0.71790E+01    0.18672E+01    0.38487E-07    0.18672E+01    0.62808E+01    0.70022E-09    0.38487E-07    0.70022E-09    0.39993E-13
   528    0.70898E+01    0.18027E+01    0.38244E-07    0.18027E+01    0.62780E+01    0.67063E-09    0.38244E-07    0.67063E-09    0.39719E-13
   529    0.69969E+01    0.17409E+01    0.38003E-07    0.17409E+01    0.62804E+01    0.64134E-09    0.38003E-07    0.64134E-09    0.39448E-13
   530    0.68268E+01    0.16788E+01    0.37764E-07    0.16788E+01    0.62877E+01    0.61232E-09    0.37764E-07    0.61232E-09    0.39179E-13
   531    0.68772E+01    0.16203E+01    0.37527E-07    0.16203E+01    0.62999E+01    0.58358E-09    0.37527E-07    0.58358E-09    0.38913E-13
   532    0.67030E+01    0.15622E+01    0.37293E-07    0.15622E+01    0.63172E+01    0.55509E-09    0.37293E-07    0.55509E-09    0.38649E-13
   533    0.65276E+01    0.15055E+01    0.37060E-07    0.15055E+01    0.63396E+01    0.52686E-09    0.37060E-07    0.52686E-09    0.38387E-13
   534    0.63518E+01    0.14501E+01    0.36829E-07    0.14501E+01    0.63671E+01    0.49887E-09    0.36829E-07    0.49887E-09    0.38127E-13
   535    0.61761E+01    0.13961E+01    0.36600E-07    0.13961E+01    0.63997E+01    0.47111E-09    0.36600E-07    0.47111E-09    0.37869E-13
   536    0.60012E+01    0.13442E+01    0.36374E-07    0.13442E+01    0.64373E+01    0.44357E-09    0.36374E-07    0.44357E-09    0.37614E-13
   537    0.59020E+01    0.12938E+01    0.36149E-07    0.12938E+01    0.64801E+01    0.41625E-09    0.36149E-07    0.41625E-09    0.37361E-13
   538    0.56562E+01    0.12447E+01    0.35926E-07    0.12447E+01    0.65281E+01    0.38913E-09    0.35926E-07    0.38913E-09    0.37109E-13
   539    0.54873E+01    0.11972E+01    0.35705E-07    0.11972E+01    0.65811E+01    0.36221E-09    0.35705E-07    0.36221E-09    0.36860E-13
   540    0.53217E+01    0.11511E+01    0.35485E-07    0.11511E+01    0.66394E+01    0.33548E-09    0.35485E-07    0.33548E-09    0.36613E-13
   541    0.50857E+01    0.11073E+01    0.35268E-07    0.11073E+01    0.67028E+01    0.30892E-09    0.35268E-07    0.30892E-09    0.36368E-13
   542    0.49285E+01    0.10642E+01    0.35052E-07    0.10642E+01    0.67713E+01    0.28253E-09    0.35052E-07    0.28253E-09    0.36125E-13
   543    0.47021E+01    0.10232E+01    0.34838E-07    0.10232E+01    0.68450E+01    0.25630E-09    0.34838E-07    0.25630E-09    0.35884E-13
   544    0.45558E+01    0.98404E+00    0.34625E-07    0.98404E+00    0.69239E+01    0.23022E-09    0.34625E-07    0.23022E-09    0.35645E-13
   545    0.43417E+01    0.94683E+00    0.34414E-07    0.94683E+00    0.70079E+01    0.20428E-09    0.34414E-07    0.20428E-09    0.35408E-13
   546    0.42088E+01    0.91135E+00    0.34205E-07    0.91135E+00    0.70968E+01    0.17847E-09    0.34205E-07    0.17847E-09    0.35173E-13
   547    0.40093E+01    0.87805E+00    0.33998E-07    0.87805E+00    0.71908E+01    0.15278E-09    0.33998E-07    0.15278E-09    0.34940E-13
   548    0.38923E+01    0.84667E+00    0.33791E-07    0.84667E+00    0.72899E+01    0.12721E-09    0.33791E-07    0.12721E-09    0.34708E-13
   549    0.37842E+01    0.81728E+00    0.33587E-07    0.81728E+00    0.73942E+01    0.10173E-09    0.33587E-07    0.10173E-09    0.34479E-13
   550    0.36856E+01    0.79007E+00    0.33384E-07    0.79007E+00    0.75036E+01    0.76355E-10    0.33384E-07    0.76355E-10    0.34251E-13
   551    0.36707E+01    0.76514E+00    0.33182E-07    0.76514E+00    0.76181E+01    0.51062E-10    0.33182E-07    0.51062E-10    0.34025E-13
   552    0.35871E+01    0.74188E+00    0.32981E-07    0.74188E+00    0.77377E+01    0.25858E-10    0.32981E-07    0.25858E-10    0.33801E-13
   553    0.35791E+01    0.72048E+00    0.32783E-07    0.72048E+00    0.78610E+01    0.74435E-12    0.32783E-07    0.74435E-12    0.33579E-13
   554    0.35680E+01    0.70055E+00    0.32585E-07    0.70055E+00    0.79909E+01   -0.24275E-10    0.32585E-07   -0.24275E-10    0.33358E-13
   555    0.35493E+01    0.68169E+00    0.32389E-07    0.68169E+00    0.81252E+01   -0.49196E-10    0.32389E-07   -0.49196E-10    0.33139E-13
   556    0.35185E+01    0.66417E+00    0.32194E-07    0.66417E+00    0.82647E+01   -0.74016E-10    0.32194E-07   -0.74016E-10    0.32922E-13
   557    0.35456E+01    0.64662E+00    0.32001E-07    0.64662E+00    0.84086E+01   -0.98731E-10    0.32001E-07   -0.98731E-10    0.32707E-13
   558    0.35518E+01    0.63006E+00    0.31809E-07    0.63006E+00    0.85584E+01   -0.12334E-09    0.31809E-07   -0.12334E-09    0.32494E-13
   559    0.35327E+01    0.61416E+00    0.31618E-07    0.61416E+00    0.87118E+01   -0.14784E-09    0.31618E-07   -0.14784E-09    0.32282E-13
   560    0.36325E+01    0.59786E+00    0.31429E-07    0.59786E+00    0.88697E+01   -0.17222E-09    0.31429E-07   -0.17222E-09    0.32071E-13
   561    0.35495E+01    0.58156E+00    0.31241E-07    0.58156E+00    0.90327E+01   -0.19648E-09    0.31241E-07   -0.19648E-09    0.31863E-13
   562    0.36507E+01    0.56496E+00    0.31054E-07    0.56496E+00    0.92010E+01   -0.22063E-09    0.31054E-07   -0.22063E-09    0.31656E-13
   563    0.37089E+01    0.54994E+00    0.30869E-07    0.54994E+00    0.93729E+01   -0.24465E-09    0.30869E-07   -0.24465E-09    0.31451E-13
   564    0.37939E+01    0.53174E+00    0.30685E-07    0.53174E+00    0.95508E+01   -0.26854E-09    0.30685E-07   -0.26854E-09    0.31247E-13
   565    0.38270E+01    0.51448E+00    0.30503E-07    0.51448E+00    0.97316E+01   -0.29230E-09    0.30503E-07   -0.29230E-09    0.31046E-13
   566    0.38781E+01    0.49561E+00    0.30321E-07    0.49561E+00    0.99176E+01   -0.31593E-09    0.30321E-07   -0.31593E-09    0.30845E-13
   567    0.39426E+01    0.47629E+00    0.30141E-07    0.47629E+00    0.10107E+02   -0.33942E-09    0.30141E-07   -0.33942E-09    0.30647E-13
   568    0.40163E+01    0.45546E+00    0.29963E-07    0.45546E+00    0.10302E+02   -0.36276E-09    0.29963E-07   -0.36276E-09    0.30449E-13
   569    0.40203E+01    0.43575E+00    0.29785E-07    0.43575E+00    0.10502E+02   -0.38597E-09    0.29785E-07   -0.38597E-09    0.30254E-13
   570    0.40989E+01    0.41239E+00    0.29609E-07    0.41239E+00    0.10705E+02   -0.40903E-09    0.29609E-07   -0.40903E-09    0.30060E-13
   571    0.40989E+01    0.38803E+00    0.29434E-07    0.38803E+00    0.10912E+02   -0.43193E-09    0.29434E-07   -0.43193E-09    0.29867E-13
   572    0.40903E+01    0.36308E+00    0.29261E-07    0.36308E+00    0.11124E+02   -0.45468E-09    0.29261E-07   -0.45468E-09    0.29677E-13
   573    0.41430E+01    0.33574E+00    0.29088E-07    0.33574E+00    0.11339E+02   -0.47728E-09    0.29088E-07   -0.47728E-09    0.29487E-13
   574    0.41781E+01    0.30790E+00    0.28917E-07    0.30790E+00    0.11558E+02   -0.49971E-09    0.28917E-07   -0.49971E-09    0.29299E-13
   575    0.41913E+01    0.27776E+00    0.28747E-07    0.27776E+00    0.11781E+02   -0.52198E-09    0.28747E-07   -0.52198E-09    0.29113E-13
   576    0.42524E+01    0.24722E+00    0.28578E-07    0.24722E+00    0.12008E+02   -0.54408E-09    0.28578E-07   -0.54408E-09    0.28928E-13
   577    0.42084E+01    0.21522E+00    0.28411E-07    0.21522E+00    0.12239E+02   -0.56601E-09    0.28411E-07   -0.56601E-09    0.28744E-13
   578    0.42035E+01    0.18142E+00    0.28245E-07    0.18142E+00    0.12473E+02   -0.58777E-09    0.28245E-07   -0.58777E-09    0.28562E-13
   579    0.42332E+01    0.14700E+00    0.28080E-07    0.14700E+00    0.12711E+02   -0.60935E-09    0.28080E-07   -0.60935E-09    0.28382E-13
   580    0.42930E+01    0.11013E+00    0.27916E-07    0.11013E+00    0.12953E+02   -0.63075E-09    0.27916E-07   -0.63075E-09    0.28203E-13
   581    0.41558E+01    0.73473E-01    0.27753E-07    0.73473E-01    0.13197E+02   -0.65197E-09    0.27753E-07   -0.65197E-09    0.28025E-13
   582    0.41142E+01    0.35211E-01    0.27592E-07    0.35211E-01    0.13445E+02   -0.67300E-09    0.27592E-07   -0.67300E-09    0.27849E-13
   583    0.40895E+01   -0.49785E-02    0.27431E-07   -0.49785E-02    0.13697E+02   -0.69383E-09    0.27431E-07   -0.69383E-09    0.27674E-13
   584    0.40773E+01   -0.45193E-01    0.27272E-07   -0.45193E-01    0.13951E+02   -0.71448E-09    0.27272E-07   -0.71448E-09    0.27500E-13
   585    0.40731E+01   -0.86498E-01    0.27114E-07   -0.86498E-01    0.14208E+02   -0.73493E-09    0.27114E-07   -0.73493E-09    0.27328E-13
   586    0.39982E+01   -0.12848E+00    0.26957E-07   -0.12848E+00    0.14468E+02   -0.75517E-09    0.26957E-07   -0.75517E-09    0.27157E-13
   587    0.39967E+01   -0.17071E+00    0.26801E-07   -0.17071E+00    0.14731E+02   -0.77521E-09    0.26801E-07   -0.77521E-09    0.26988E-13
   588    0.39157E+01   -0.21427E+00    0.26647E-07   -0.21427E+00    0.14997E+02   -0.79505E-09    0.26647E-07   -0.79505E-09    0.26819E-13
   589    0.38250E+01   -0.25724E+00    0.26493E-07   -0.25724E+00    0.15266E+02   -0.81468E-09    0.26493E-07   -0.81468E-09    0.26652E-13
   590    0.37202E+01   -0.29996E+00    0.26341E-07   -0.29996E+00    0.15537E+02   -0.83409E-09    0.26341E-07   -0.83409E-09    0.26487E-13
   591    0.36711E+01   -0.34274E+00    0.26189E-07   -0.34274E+00    0.15811E+02   -0.85328E-09    0.26189E-07   -0.85328E-09    0.26322E-13
   592    0.35990E+01   -0.38592E+00    0.26039E-07   -0.38592E+00    0.16086E+02   -0.87226E-09    0.26039E-07   -0.87226E-09    0.26159E-13
   593    0.34995E+01   -0.42684E+00    0.25890E-07   -0.42684E+00    0.16365E+02   -0.89101E-09    0.25890E-07   -0.89101E-09    0.25998E-13
   594    0.32939E+01   -0.46806E+00    0.25742E-07   -0.46806E+00    0.16646E+02   -0.90953E-09    0.25742E-07   -0.90953E-09    0.25837E-13
   595    0.31262E+01   -0.50693E+00    0.25595E-07   -0.50693E+00    0.16927E+02   -0.92782E-09    0.25595E-07   -0.92782E-09    0.25678E-13
   596    0.30664E+01   -0.54526E+00    0.25449E-07   -0.54526E+00    0.17213E+02   -0.94588E-09    0.25449E-07   -0.94588E-09    0.25519E-13
   597    0.29615E+01   -0.58115E+00    0.25304E-07   -0.58115E+00    0.17497E+02   -0.96370E-09    0.25304E-07   -0.96370E-09    0.25362E-13
   598    0.30298E+01   -0.61493E+00    0.25161E-07   -0.61493E+00    0.17785E+02   -0.98129E-09    0.25161E-07   -0.98129E-09    0.25207E-13
   599    0.29698E+01   -0.64542E+00    0.25018E-07   -0.64542E+00    0.18075E+02   -0.99862E-09    0.25018E-07   -0.99862E-09    0.25052E-13
   600    0.28514E+01   -0.67370E+00    0.24876E-07   -0.67370E+00    0.18366E+02   -0.10157E-08    0.24876E-07   -0.10157E-08    0.24899E-13
   601    0.27444E+01   -0.69875E+00    0.24735E-07   -0.69875E+00    0.18659E+02   -0.10326E-08    0.24735E-07   -0.10326E-08    0.24746E-13
   602    0.26447E+01   -0.72153E+00    0.24596E-07   -0.72153E+00    0.18951E+02   -0.10492E-08    0.24596E-07   -0.10492E-08    0.24595E-13
   603    0.24739E+01   -0.74019E+00    0.24457E-07   -0.74019E+00    0.19247E+02   -0.10655E-08    0.24457E-07   -0.10655E-08    0.24445E-13
   604    0.24507E+01   -0.75733E+00    0.24319E-07   -0.75733E+00    0.19542E+02   -0.10816E-08    0.24319E-07   -0.10816E-08    0.24296E-13
   605    0.23481E+01   -0.77258E+00    0.24182E-07   -0.77258E+00    0.19839E+02   -0.10974E-08    0.24182E-07   -0.10974E-08    0.24148E-13
   606    0.23106E+01   -0.78629E+00    0.24047E-07   -0.78629E+00    0.20136E+02   -0.11130E-08    0.24047E-07   -0.11130E-08    0.24002E-13
   607    0.20369E+01   -0.79886E+00    0.23912E-07   -0.79886E+00    0.20434E+02   -0.11284E-08    0.23912E-07   -0.11284E-08    0.23856E-13
   608    0.19686E+01   -0.81063E+00    0.23778E-07   -0.81063E+00    0.20733E+02   -0.11435E-08    0.23778E-07   -0.11435E-08    0.23712E-13
   609    0.19529E+01   -0.82199E+00    0.23645E-07   -0.82199E+00    0.21032E+02   -0.11584E-08    0.23645E-07   -0.11584E-08    0.23568E-13
   610    0.18373E+01   -0.83329E+00    0.23513E-07   -0.83329E+00    0.21331E+02   -0.11730E-08    0.23513E-07   -0.11730E-08    0.23426E-13
   611    0.17661E+01   -0.84418E+00    0.23382E-07   -0.84418E+00    0.21630E+02   -0.11873E-08    0.23382E-07   -0.11873E-08    0.23285E-13
   612    0.17352E+01   -0.85426E+00    0.23252E-07   -0.85426E+00    0.21931E+02   -0.12015E-08    0.23252E-07   -0.12015E-08    0.23144E-13
   613    0.15920E+01   -0.86615E+00    0.23123E-07   -0.86615E+00    0.22229E+02   -0.12153E-08    0.23123E-07   -0.12153E-08    0.23005E-13
   614    0.15551E+01   -0.87873E+00    0.22995E-07   -0.87873E+00    0.22528E+02   -0.12290E-08    0.22995E-07   -0.12290E-08    0.22867E-13
   615    0.14719E+01   -0.89161E+00    0.22868E-07   -0.89161E+00    0.22826E+02   -0.12424E-08    0.22868E-07   -0.12424E-08    0.22730E-13
   616    0.14125E+01   -0.90518E+00    0.22742E-07   -0.90518E+00    0.23126E+02   -0.12555E-08    0.22742E-07   -0.12555E-08    0.22594E-13
   617    0.14471E+01   -0.91980E+00    0.22616E-07   -0.91980E+00    0.23424E+02   -0.12684E-08    0.22616E-07   -0.12684E-08    0.22459E-13
   618    0.14230E+01   -0.93657E+00    0.22492E-07   -0.93657E+00    0.23722E+02   -0.12811E-08    0.22492E-07   -0.12811E-08    0.22325E-13
   619    0.13360E+01   -0.95291E+00    0.22368E-07   -0.95291E+00    0.24021E+02   -0.12935E-08    0.22368E-07   -0.12935E-08    0.22192E-13
   620    0.14050E+01   -0.97141E+00    0.22245E-07   -0.97141E+00    0.24316E+02   -0.13057E-08    0.22245E-07   -0.13057E-08    0.22060E-13
   621    0.13285E+01   -0.99169E+00    0.22124E-07   -0.99169E+00    0.24612E+02   -0.13177E-08    0.22124E-07   -0.13177E-08    0.21928E-13
   622    0.13254E+01   -0.10141E+01    0.22003E-07   -0.10141E+01    0.24906E+02   -0.13294E-08    0.22003E-07   -0.13294E-08    0.21798E-13
   623    0.13916E+01   -0.10369E+01    0.21882E-07   -0.10369E+01    0.25199E+02   -0.13409E-08    0.21882E-07   -0.13409E-08    0.21669E-13
   624    0.13743E+01   -0.10617E+01    0.21763E-07   -0.10617E+01    0.25490E+02   -0.13521E-08    0.21763E-07   -0.13521E-08    0.21541E-13
   625    0.13437E+01   -0.10891E+01    0.21645E-07   -0.10891E+01    0.25780E+02   -0.13631E-08    0.21645E-07   -0.13631E-08    0.21414E-13
   626    0.13700E+01   -0.11179E+01    0.21527E-07   -0.11179E+01    0.26069E+02   -0.13739E-08    0.21527E-07   -0.13739E-08    0.21287E-13
   627    0.14490E+01   -0.11485E+01    0.21410E-07   -0.11485E+01    0.26355E+02   -0.13844E-08    0.21410E-07   -0.13844E-08    0.21162E-13
   628    0.15023E+01   -0.11812E+01    0.21294E-07   -0.11812E+01    0.26640E+02   -0.13947E-08    0.21294E-07   -0.13947E-08    0.21038E-13
   629    0.16001E+01   -0.12157E+01    0.21179E-07   -0.12157E+01    0.26923E+02   -0.14047E-08    0.21179E-07   -0.14047E-08    0.20914E-13
   630    0.15898E+01   -0.12530E+01    0.21065E-07   -0.12530E+01    0.27203E+02   -0.14146E-08    0.21065E-07   -0.14146E-08    0.20791E-13
   631    0.16156E+01   -0.12907E+01    0.20951E-07   -0.12907E+01    0.27482E+02   -0.14241E-08    0.20951E-07   -0.14241E-08    0.20670E-13
   632    0.17479E+01   -0.13312E+01    0.20839E-07   -0.13312E+01    0.27758E+02   -0.14335E-08    0.20839E-07   -0.14335E-08    0.20549E-13
   633    0.17595E+01   -0.13727E+01    0.20727E-07   -0.13727E+01    0.28033E+02   -0.14426E-08    0.20727E-07   -0.14426E-08    0.20429E-13
   634    0.18694E+01   -0.14156E+01    0.20615E-07   -0.14156E+01    0.28303E+02   -0.14515E-08    0.20615E-07   -0.14515E-08    0.20310E-13
   635    0.19989E+01   -0.14599E+01    0.20505E-07   -0.14599E+01    0.28573E+02   -0.14602E-08    0.20505E-07   -0.14602E-08    0.20192E-13
   636    0.19955E+01   -0.15053E+01    0.20395E-07   -0.15053E+01    0.28840E+02   -0.14686E-08    0.20395E-07   -0.14686E-08    0.20074E-13
